,internet_service_type_id,payment_type_id,contract_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,payment_type,internet_service_type
153,1,4,2,0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,81.4,4354.45,No,One year,Credit card (automatic),DSL
154,1,4,2,0254-WWRKD,Female,0,Yes,Yes,67,Yes,No,No,Yes,No,No,No,No,No,50.55,3431.75,No,One year,Credit card (automatic),DSL
155,2,1,1,0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,Yes,Yes,81.05,2227.1,Yes,Month-to-month,Electronic check,Fiber optic
156,1,3,1,0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,No,Yes,Yes,No,No,No,No,62.45,2045.55,No,Month-to-month,Bank transfer (automatic),DSL
157,2,3,1,0257-ZESQC,Female,1,Yes,No,27,Yes,No,Yes,No,No,No,No,No,Yes,75.2,1929.35,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
158,2,1,1,0258-NOKBL,Male,0,No,No,3,Yes,No,No,Yes,Yes,No,No,Yes,No,90.4,268.45,No,Month-to-month,Electronic check,Fiber optic
159,2,1,1,0259-GBZSH,Male,0,No,No,2,Yes,Yes,No,No,No,No,Yes,No,Yes,85.65,181.5,Yes,Month-to-month,Electronic check,Fiber optic
160,1,2,1,0260-ZDLGK,Female,0,No,Yes,9,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,72.9,651.4,Yes,Month-to-month,Mailed check,DSL
161,1,4,3,0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,70.5,3486.65,No,Two year,Credit card (automatic),DSL
162,3,3,3,0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,1389.6,No,Two year,Bank transfer (automatic),None
163,2,1,1,0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,No,No,No,No,No,No,Yes,74.9,2303.35,Yes,Month-to-month,Electronic check,Fiber optic
164,2,3,1,0265-PSUAE,Female,0,Yes,Yes,16,Yes,No,Yes,No,Yes,No,Yes,Yes,No,100.7,1522.7,No,Month-to-month,Bank transfer (automatic),Fiber optic
165,2,3,3,0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,105.65,6717.9,No,Two year,Bank transfer (automatic),Fiber optic
166,2,4,3,0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.3,8058.55,No,Two year,Credit card (automatic),Fiber optic
167,3,1,1,0268-QKIWO,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.75,58.85,Yes,Month-to-month,Electronic check,None
168,3,2,2,0269-XFESX,Male,0,Yes,Yes,23,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.35,538.5,No,One year,Mailed check,None
169,1,3,3,0270-THENM,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,69.85,5102.35,No,Two year,Bank transfer (automatic),DSL
170,1,2,1,0274-JKUJR,Male,0,Yes,Yes,7,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,58.85,465.7,No,Month-to-month,Mailed check,DSL
171,1,1,1,0277-BKSQP,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,Yes,No,Yes,54.4,475.1,No,Month-to-month,Electronic check,DSL
172,1,3,3,0277-ORXQS,Male,0,Yes,Yes,66,No,No phone service,No,No,No,Yes,Yes,Yes,No,50.55,3364.55,No,Two year,Bank transfer (automatic),DSL
173,3,2,1,0278-YXOOG,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.05,113.85,Yes,Month-to-month,Mailed check,None
174,2,3,1,0280-XJGEX,Male,0,No,No,49,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.7,5036.3,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
175,3,3,3,0281-CNTZX,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,1234.8,No,Two year,Bank transfer (automatic),None
176,1,2,1,0282-NVSJS,Female,1,Yes,Yes,12,No,No phone service,No,No,No,Yes,No,No,Yes,29.3,355.9,No,Month-to-month,Mailed check,DSL
177,1,4,1,0285-INHLN,Male,0,Yes,Yes,27,Yes,No,Yes,Yes,No,No,No,No,Yes,54.75,1510.3,No,Month-to-month,Credit card (automatic),DSL
178,1,1,1,0289-IVARM,Female,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,No,60.55,1982.6,No,Month-to-month,Electronic check,DSL
179,1,1,1,0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,86.2,4524.05,No,Month-to-month,Electronic check,DSL
180,2,1,1,0295-PPHDO,Male,0,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.45,95.45,Yes,Month-to-month,Electronic check,Fiber optic
181,1,4,1,0295-QVKPB,Male,0,No,No,5,Yes,No,No,No,Yes,Yes,Yes,No,Yes,63.95,318.1,No,Month-to-month,Credit card (automatic),DSL
182,1,3,2,0297-RBCSG,Male,0,No,No,19,Yes,No,No,Yes,No,Yes,No,Yes,Yes,65.35,1231.85,No,One year,Bank transfer (automatic),DSL
183,1,2,3,0298-XACET,Male,0,Yes,Yes,52,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,50.2,2554,No,Two year,Mailed check,DSL
184,1,3,3,0301-FIDRB,Female,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63.8,4684.3,No,Two year,Bank transfer (automatic),DSL
185,3,3,3,0301-KOBTQ,Male,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,614.45,No,Two year,Bank transfer (automatic),None
186,2,1,1,0302-JOIVN,Female,0,Yes,No,8,Yes,No,No,Yes,Yes,No,Yes,Yes,No,101.15,842.9,Yes,Month-to-month,Electronic check,Fiber optic
187,1,2,2,0303-UNCIP,Male,0,No,No,41,Yes,Yes,No,No,Yes,No,No,Yes,No,65.0,2531.8,No,One year,Mailed check,DSL
188,3,2,1,0303-WMMRN,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.25,86.05,No,Month-to-month,Mailed check,None
189,1,2,2,0305-SQECB,Female,0,No,Yes,11,No,No phone service,Yes,No,No,Yes,No,No,Yes,36.05,402.6,No,One year,Mailed check,DSL
190,2,1,1,0306-JAELE,Male,0,No,No,5,Yes,No,No,No,No,Yes,Yes,Yes,Yes,96.1,453.4,Yes,Month-to-month,Electronic check,Fiber optic
191,3,2,2,0307-BCOPK,Female,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.05,326.65,No,One year,Mailed check,None
192,2,3,2,0308-GIQJT,Male,1,No,No,71,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,105.75,7382.85,No,One year,Bank transfer (automatic),Fiber optic
193,1,4,2,0308-IVGOK,Female,0,No,No,11,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,40.4,422.6,No,One year,Credit card (automatic),DSL
194,2,1,1,0310-MVLET,Female,0,Yes,Yes,61,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.15,6010.05,Yes,Month-to-month,Electronic check,Fiber optic
195,1,3,2,0310-SUCIN,Female,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,84.8,6046.1,No,One year,Bank transfer (automatic),DSL
196,3,2,1,0310-VQXAM,Male,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,178.8,No,Month-to-month,Mailed check,None
197,1,1,1,0311-QYWSS,Female,0,No,No,6,Yes,No,Yes,No,No,No,No,No,Yes,49.45,314.6,No,Month-to-month,Electronic check,DSL
198,2,3,1,0311-UNPFF,Female,0,No,No,26,Yes,No,No,No,No,No,Yes,Yes,Yes,88.8,2274.35,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
199,1,2,1,0314-TKOSI,Female,0,No,No,6,Yes,No,Yes,Yes,No,No,No,No,No,55.15,322.9,No,Month-to-month,Mailed check,DSL
200,2,1,1,0315-LVCRK,Male,0,No,No,11,Yes,No,No,No,Yes,No,No,Yes,No,84.8,888.75,No,Month-to-month,Electronic check,Fiber optic
201,2,1,1,0318-QUUOB,Male,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Yes,80.55,80.55,Yes,Month-to-month,Electronic check,Fiber optic
202,3,3,3,0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.15,973.35,No,Two year,Bank transfer (automatic),None
203,1,4,1,0319-QZTCO,Female,0,Yes,Yes,3,Yes,No,No,Yes,No,No,Yes,No,Yes,58.7,168.6,No,Month-to-month,Credit card (automatic),DSL
204,2,2,3,0320-DWVTU,Female,0,No,No,53,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,99.5,5424.25,No,Two year,Mailed check,Fiber optic
205,2,1,1,0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,99.85,2331.3,Yes,Month-to-month,Electronic check,Fiber optic
206,1,1,1,0322-CHQRU,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,45.35,89.5,Yes,Month-to-month,Electronic check,DSL
207,1,2,1,0322-YINQP,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Yes,48.55,48.55,Yes,Month-to-month,Mailed check,DSL
208,3,2,3,0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.4,121.25,No,Two year,Mailed check,None
209,2,1,1,0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,100.2,6851.65,Yes,Month-to-month,Electronic check,Fiber optic
210,2,1,1,0325-XBFAC,Male,0,No,No,8,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.7,740.3,Yes,Month-to-month,Electronic check,Fiber optic
211,2,1,2,0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,97.65,6982.5,No,One year,Electronic check,Fiber optic
212,2,1,2,0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,No,No,Yes,No,Yes,Yes,No,100.0,3835.55,No,One year,Electronic check,Fiber optic
213,2,1,1,0328-GRPMV,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.1,70.1,Yes,Month-to-month,Electronic check,Fiber optic
214,2,1,1,0329-GTIAJ,Female,0,No,No,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,97.9,315.3,Yes,Month-to-month,Electronic check,Fiber optic
215,2,3,2,0330-BGYZE,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,102.5,6157.6,No,One year,Bank transfer (automatic),Fiber optic
216,2,1,1,0330-IVZHA,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,69.95,330.15,Yes,Month-to-month,Electronic check,Fiber optic
217,2,1,1,0334-GDDSO,Male,1,No,No,3,Yes,Yes,No,Yes,No,No,No,No,Yes,81.35,233.7,Yes,Month-to-month,Electronic check,Fiber optic
218,1,4,2,0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,66.05,3462.1,No,One year,Credit card (automatic),DSL
219,1,4,3,0336-KXKFK,Male,0,No,No,72,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,61.2,4390.25,No,Two year,Credit card (automatic),DSL
220,1,3,3,0336-PIKEI,Male,1,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,74.4,5360.75,No,Two year,Bank transfer (automatic),DSL
221,2,1,1,0337-CNPZE,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.3,4443.45,Yes,Month-to-month,Electronic check,Fiber optic
222,1,3,3,0343-QLUZP,Male,0,No,No,60,No,No phone service,Yes,Yes,Yes,No,No,No,No,39.6,2424.5,No,Two year,Bank transfer (automatic),DSL
223,2,1,1,0345-HKJVM,Female,0,No,No,6,Yes,No,No,No,No,No,Yes,Yes,No,89.3,577.6,Yes,Month-to-month,Electronic check,Fiber optic
224,2,4,3,0345-XMMUG,Female,0,Yes,No,46,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.9,4854.3,No,Two year,Credit card (automatic),Fiber optic
225,3,2,1,0347-UBKUZ,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,320.45,No,Month-to-month,Mailed check,None
226,2,4,1,0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,102.1,5885.4,Yes,Month-to-month,Credit card (automatic),Fiber optic
227,3,4,3,0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.6,426.65,No,Two year,Credit card (automatic),None
228,2,1,1,0354-WYROK,Female,1,Yes,Yes,31,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,98.9,2911.3,Yes,Month-to-month,Electronic check,Fiber optic
229,1,3,1,0356-ERHVT,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,Yes,45.9,521.9,No,Month-to-month,Bank transfer (automatic),DSL
230,2,3,3,0356-OBMAC,Female,1,No,No,56,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,99.9,5706.3,No,Two year,Bank transfer (automatic),Fiber optic
231,3,4,1,0357-NVCRI,Female,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,471.7,No,Month-to-month,Credit card (automatic),None
232,1,4,3,0361-HJRDX,Female,0,No,No,68,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No,64.35,4539.6,No,Two year,Credit card (automatic),DSL
233,3,4,3,0362-RAOQO,Female,0,No,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,830.25,No,Two year,Credit card (automatic),None
234,2,1,1,0362-ZBZWJ,Male,0,No,No,36,Yes,Yes,No,No,No,No,No,Yes,Yes,84.9,3067.2,Yes,Month-to-month,Electronic check,Fiber optic
235,2,4,1,0363-QJVFX,Male,0,No,No,32,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,108.15,3432.9,Yes,Month-to-month,Credit card (automatic),Fiber optic
236,1,3,3,0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,86.85,6263.8,No,Two year,Bank transfer (automatic),DSL
237,2,1,1,0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.55,1742.5,No,Month-to-month,Electronic check,Fiber optic
238,2,1,1,0365-GXEZS,Male,0,Yes,No,18,Yes,No,No,No,Yes,Yes,No,No,No,78.2,1468.75,No,Month-to-month,Electronic check,Fiber optic
239,2,3,1,0365-TRTPY,Female,0,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,No,No,91.2,3382.3,No,Month-to-month,Bank transfer (automatic),Fiber optic
240,3,2,1,0366-NQSHS,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.35,46.35,No,Month-to-month,Mailed check,None
241,2,3,2,0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,No,Yes,70.4,1992.2,No,One year,Bank transfer (automatic),Fiber optic
242,1,2,2,0373-AIVNJ,Male,0,No,No,9,No,No phone service,Yes,Yes,Yes,No,No,No,No,39.55,373,No,One year,Mailed check,DSL
243,1,1,1,0374-AACSZ,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,50.15,50.15,No,Month-to-month,Electronic check,DSL
244,3,4,3,0374-FIUCA,Male,0,Yes,No,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.4,1414.45,No,Two year,Credit card (automatic),None
245,1,1,1,0374-IOEGQ,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,44.6,122.7,No,Month-to-month,Electronic check,DSL
246,1,1,1,0375-HVGXO,Female,0,No,No,1,No,No phone service,No,No,No,No,Yes,No,Yes,34.7,34.7,Yes,Month-to-month,Electronic check,DSL
247,2,1,1,0376-OIWME,Male,0,Yes,No,36,Yes,No,Yes,No,No,No,Yes,Yes,Yes,93.6,3366.05,No,Month-to-month,Electronic check,Fiber optic
248,2,1,1,0376-YMCJC,Male,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,No,Yes,90.6,1943.2,Yes,Month-to-month,Electronic check,Fiber optic
249,1,2,1,0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,Yes,Yes,No,Yes,No,No,Yes,57.95,1271.8,No,Month-to-month,Mailed check,DSL
250,2,4,3,0378-CJKPV,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,112.1,7965.95,No,Two year,Credit card (automatic),Fiber optic
251,2,1,1,0378-NHQXU,Female,0,Yes,Yes,17,Yes,Yes,No,No,Yes,No,Yes,No,No,88.25,1460.65,Yes,Month-to-month,Electronic check,Fiber optic
252,2,1,1,0378-TOVMS,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Yes,No,85.8,272.2,Yes,Month-to-month,Electronic check,Fiber optic
253,1,4,2,0378-XSZPU,Male,0,Yes,No,58,Yes,No,Yes,Yes,Yes,No,No,No,No,60.3,3563.8,Yes,One year,Credit card (automatic),DSL
254,1,4,3,0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,81.35,5398.6,No,Two year,Credit card (automatic),DSL
255,2,1,2,0380-NEAVX,Male,1,No,No,34,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,99.85,3343.15,No,One year,Electronic check,Fiber optic
256,3,4,1,0380-ZCSBI,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,198.7,No,Month-to-month,Credit card (automatic),None
257,1,4,3,0383-CLDDA,Female,0,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.35,5897.4,No,Two year,Credit card (automatic),DSL
258,1,4,2,0384-LPITE,Male,0,No,No,40,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No,62.05,2511.55,No,One year,Credit card (automatic),DSL
259,1,4,1,0384-RVBPI,Male,0,No,No,20,Yes,No,Yes,No,Yes,No,No,Yes,No,64.4,1398.6,No,Month-to-month,Credit card (automatic),DSL
260,3,2,3,0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,967.85,No,Two year,Mailed check,None
261,2,1,1,0388-EOPEX,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,Yes,74.4,139.4,Yes,Month-to-month,Electronic check,Fiber optic
262,2,2,1,0390-DCFDQ,Female,1,Yes,No,1,Yes,No,No,No,No,No,No,No,Yes,70.45,70.45,Yes,Month-to-month,Mailed check,Fiber optic
263,2,4,3,0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,105.0,7589.8,No,Two year,Credit card (automatic),Fiber optic
264,3,4,3,0394-YONDK,Male,0,Yes,Yes,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.15,1790.15,No,Two year,Credit card (automatic),None
265,3,2,1,0396-HUJBP,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.3,44.4,No,Month-to-month,Mailed check,None
266,1,3,1,0396-UKGAI,Male,0,No,Yes,23,Yes,No,No,Yes,No,Yes,No,No,Yes,55.3,1284.2,No,Month-to-month,Bank transfer (automatic),DSL
267,2,1,1,0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.4,3474.2,No,Month-to-month,Electronic check,Fiber optic
268,2,3,1,0397-GZBBC,Male,1,Yes,No,59,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.85,5574.75,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
269,3,3,3,0397-ZXWQF,Male,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.5,1430.95,No,Two year,Bank transfer (automatic),None
270,2,3,3,0401-WDBXM,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,105.55,7542.25,No,Two year,Bank transfer (automatic),Fiber optic
271,2,3,1,0402-CQAJN,Female,0,No,No,37,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,101.9,3545.35,Yes,Month-to-month,Bank transfer (automatic),Fiber optic
272,3,3,3,0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.45,1709.1,No,Two year,Bank transfer (automatic),None
273,3,4,3,0404-AHASP,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,1421.9,No,Two year,Credit card (automatic),None
274,2,1,1,0404-SWRVG,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,74.4,229.55,Yes,Month-to-month,Electronic check,Fiber optic
275,2,4,2,0406-BPDVR,Female,1,Yes,No,54,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,101.5,5373.1,Yes,One year,Credit card (automatic),Fiber optic
276,2,1,1,0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,95.75,5742.9,Yes,Month-to-month,Electronic check,Fiber optic
277,2,4,2,0409-WTMPL,Female,0,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.65,6526.65,No,One year,Credit card (automatic),Fiber optic
278,2,3,1,0410-IPFTY,Female,0,Yes,No,31,Yes,No,No,Yes,No,No,No,Yes,Yes,83.85,2674.15,No,Month-to-month,Bank transfer (automatic),Fiber optic
279,1,1,1,0411-EZJZE,Female,0,No,No,3,Yes,Yes,No,No,No,No,Yes,No,Yes,60.25,170.5,No,Month-to-month,Electronic check,DSL
280,1,1,3,0412-UCCNP,Male,0,No,No,55,Yes,No,Yes,No,Yes,Yes,No,No,Yes,59.2,3175.85,No,Two year,Electronic check,DSL
281,1,2,1,0415-MOSGF,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,44.4,44.4,Yes,Month-to-month,Mailed check,DSL
282,2,4,1,0419-YAAPX,Male,0,Yes,No,49,Yes,No,No,Yes,No,No,Yes,No,Yes,85.3,4297.95,No,Month-to-month,Credit card (automatic),Fiber optic
283,1,2,1,0420-BWTPW,Male,0,No,Yes,8,No,No phone service,No,No,No,No,No,No,No,25.5,215.2,Yes,Month-to-month,Mailed check,DSL
284,2,1,1,0420-HLGXF,Female,1,No,No,39,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,99.75,4036,No,Month-to-month,Electronic check,Fiber optic
285,1,4,3,0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,66.1,4428.45,No,Two year,Credit card (automatic),DSL
286,3,2,2,0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.55,295.95,No,One year,Mailed check,None
287,2,1,2,0422-UXFAP,Female,0,Yes,No,51,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,98.85,4947.55,No,One year,Electronic check,Fiber optic
288,1,2,1,0423-UDIJQ,Male,1,No,No,9,Yes,No,No,No,No,Yes,No,No,No,49.2,447.9,No,Month-to-month,Mailed check,DSL
289,3,2,1,0426-TIRNE,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.9,20.9,Yes,Month-to-month,Mailed check,None
290,3,3,2,0428-AXXLJ,Male,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.5,516.3,No,One year,Bank transfer (automatic),None
291,2,3,1,0428-IKYCP,Male,0,Yes,No,22,Yes,No,No,No,Yes,No,Yes,No,Yes,87.0,1850.65,No,Month-to-month,Bank transfer (automatic),Fiber optic
292,1,1,1,0430-IHCDJ,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,Yes,49.0,749.25,No,Month-to-month,Electronic check,DSL
293,2,3,2,0431-APWVY,Female,0,Yes,Yes,28,Yes,No,No,No,No,No,Yes,Yes,Yes,90.1,2598.95,Yes,One year,Bank transfer (automatic),Fiber optic
294,2,2,1,0432-CAJZV,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,Yes,No,90.7,237.65,No,Month-to-month,Mailed check,Fiber optic
295,2,1,1,0434-CSFON,Female,0,Yes,No,47,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.5,4707.1,No,Month-to-month,Electronic check,Fiber optic
296,1,2,3,0436-TWFFZ,Female,0,No,No,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.25,5714.2,No,Two year,Mailed check,DSL
297,2,1,1,0439-IFYUN,Female,1,No,No,18,Yes,No,No,Yes,No,No,No,No,Yes,74.7,1294.6,No,Month-to-month,Electronic check,Fiber optic
298,1,4,3,0440-EKDCF,Male,0,Yes,No,62,Yes,No,No,Yes,Yes,Yes,No,No,Yes,60.15,3753.2,No,Two year,Credit card (automatic),DSL
299,1,1,2,0440-MOGPM,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,80.55,3263.9,No,One year,Electronic check,DSL
300,1,2,1,0440-QEXBZ,Female,0,No,No,44,Yes,Yes,No,No,No,No,No,No,Yes,50.15,2139.1,No,Month-to-month,Mailed check,DSL
301,2,4,2,0440-UEDAI,Female,0,No,No,53,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,94.45,5042.75,No,One year,Credit card (automatic),Fiber optic
302,3,2,3,0442-TDYUO,Male,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,1036,No,Two year,Mailed check,None
303,2,3,2,0442-ZXKVS,Female,1,Yes,No,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.6,6431.05,No,One year,Bank transfer (automatic),Fiber optic
304,1,3,1,0447-BEMNG,Female,0,Yes,No,48,No,No phone service,Yes,No,Yes,No,No,Yes,Yes,45.3,2145,Yes,Month-to-month,Bank transfer (automatic),DSL
305,2,3,1,0447-RXSGD,Male,0,No,No,24,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.65,2404.85,No,Month-to-month,Bank transfer (automatic),Fiber optic
306,2,3,3,0454-OKRCT,Male,0,No,No,33,Yes,No,No,Yes,No,Yes,No,No,No,80.6,2651.1,No,Two year,Bank transfer (automatic),Fiber optic
